,Row.names,weight,percent,V1,V2,V3,V4,V5,V6,V7,V8,V9,,,,,,,,,,,,,,,,,
,903029,No idea,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903033,I'm not sure,1.90425766,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903034,lots of options to decorate here,0.5,Topic 4.2.,Topic 2.1.,0.000165369,0.256752789,0.000165369,0.742751104,0.000165369,NA,NA,NA,NA,0.982455774,0.008772113,0.008772113,NA,NA,NA,NA,0.00391136,0.98826592,0.00391136,0.00391136,NA,NA,NA,NA
,903037,The Bay has everything you need from housewares to clothing to furniture--they stock it all and it is available online too.,2.308614634,Topic 3.3.,NA,0.000136307,0.000136307,0.999454773,0.000136307,0.000136307,NA,NA,NA,NA,NA,NA,NA,0.000635694,0.140519802,0.556721881,0.302122622,NA,NA,NA,NA,NA,NA,NA,NA
,903044,the bay carries home decor and is convenient for online shopping,1.533702711,Topic 4.1.,Topic 3.4.,6.69E-05,6.69E-05,0.335927928,0.663871348,6.69E-05,NA,NA,NA,NA,NA,NA,NA,0.000952331,0.374523835,0.000952331,0.623571504,0.734817113,0.263100267,0.00104131,0.00104131,NA,NA,NA,NA
1,903049,None,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903057,don?t know,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,903058,The Bay has a wide variety of merchandise,1.319351325,Topic 5.2.,Topic 3.1.,0.000147488,0.000147488,0.49039131,0.000147488,0.509166227,NA,NA,NA,NA,NA,NA,NA,0.988701152,0.003766283,0.003766283,0.003766283,NA,NA,NA,NA,0.001088941,0.996733178,0.001088941,0.001088941
,903070,It had their colours.,6,Topic 1.,NA,0.994760422,0.001309895,0.001309895,0.001309895,0.001309895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903077,a decor that looks like me,0.524457483,Topic 4.2.,NA,0.000191835,0.000191835,0.000191835,0.999232661,0.000191835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001793194,0.678785397,0.001793194,0.317628216,NA,NA,NA,NA
,903080,color scheme,4.441614755,Topic 1.1.,NA,0.995233909,0.001191523,0.001191523,0.001191523,0.001191523,0.946914033,0.017695322,0.017695322,0.017695322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903083,spend money on new things,0.702513064,Topic 2.2.,NA,0.000540398,0.997838409,0.000540398,0.000540398,0.000540398,NA,NA,NA,NA,0.025000496,0.949999009,0.025000496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903085,There are great choices in home decor.,0.608709393,Topic 4.,NA,7.46E-05,7.46E-05,7.46E-05,0.728097074,0.271679108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,903086,Great products and nice value.,3.550444081,Topic 5.4.,NA,0.000286227,0.000286227,0.000286227,0.000286227,0.998855093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019185645,0.019185645,0.019185645,0.942443064
,903096,The main message was that the Bay has a great assortment of items for the home.,2.181916068,Topic 4.4.,Topic 3.4.,0.025411793,0.144867559,0.280361982,0.449735677,0.09962299,NA,NA,NA,NA,NA,NA,NA,0.006214721,0.006214721,0.006214721,0.981355838,0.003560846,0.003560846,0.003560846,0.989317461,NA,NA,NA,NA
,903104,GREAT SELECTION FOR EVERYTHING HOME,2.51490253,Topic 4.,Topic 5.,9.76E-05,9.76E-05,0.120560439,0.523745798,0.355498521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903108,"Shop for home decor, wide selection",1.918938461,Topic 5.2.,Topic 4.3.,7.26E-05,7.26E-05,7.26E-05,0.708167032,0.291615308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001275245,0.322209959,0.675239552,0.001275245,0.171051809,0.826929023,0.001009584,0.001009584
,903117,Because of the home Decker and the color,0.797850855,Topic 4.,NA,0.124029031,0.000163321,0.000163321,0.875481007,0.000163321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903119,that their Home D?cor department has many options for fun and stylish living in 2022,2.923577738,Topic 4.2.,Topic 2.1.,0.000130894,0.258262722,0.000130894,0.741344595,0.000130894,NA,NA,NA,NA,0.993310895,0.003344553,0.003344553,NA,NA,NA,NA,0.00157937,0.99526189,0.00157937,0.00157937,NA,NA,NA,NA
,903123,buy our product,0.5,Topic 5.,Topic 2.,0.000306166,0.371829579,0.000306166,0.000306166,0.627251925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903135,trendy,0.5,Topic 2.1.,NA,0.007610155,0.96955938,0.007610155,0.007610155,0.007610155,NA,NA,NA,NA,0.949999009,0.025000496,0.025000496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903145,"Items, trends, department store",6,Topic 2.1.,NA,0.000323704,0.998705184,0.000323704,0.000323704,0.000323704,NA,NA,NA,NA,0.990314565,0.004842717,0.004842717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903146,The Bay is for everyday people.,0.5,Topic 3.2.,NA,0.000288313,0.000288313,0.998846748,0.000288313,0.000288313,NA,NA,NA,NA,NA,NA,NA,0.00742077,0.977737689,0.00742077,0.00742077,NA,NA,NA,NA,NA,NA,NA,NA
,903160,They have lots of selection of home decor and it's fun to decorate.,5.926917075,Topic 4.2.,NA,7.23E-05,0.112970361,7.23E-05,0.709429944,0.177455119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009554181,0.971337458,0.009554181,0.009554181,NA,NA,NA,NA
,903167,Hudson's Bay has stylish clothing and housewares that are good for everyday use and are functional.,2.51490253,Topic 3.2.,Topic 5.1.,0.000190909,0.000190909,0.769817779,0.000190909,0.229609494,NA,NA,NA,NA,NA,NA,NA,0.002229289,0.993312132,0.002229289,0.002229289,NA,NA,NA,NA,0.989751782,0.003416073,0.003416073,0.003416073
,903180,I recognize the signature color pattern on some of the items featured in this commercial.,0.5,Topic 2.2.,Topic 1.2.,0.389298849,0.609652829,0.000349441,0.000349441,0.000349441,0.383056112,0.611152305,0.002895792,0.002895792,0.012987281,0.974025439,0.012987281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903183,To show you how much selection the store has for decorating your home,2.030366556,Topic 4.2.,Topic 5.4.,7.68E-05,7.68E-05,7.68E-05,0.775670344,0.224099322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002459027,0.992622919,0.002459027,0.002459027,0.003722001,0.003722001,0.003722001,0.988833996
,903203,store has great selection for home decor,0.525781325,Topic 4.2.,Topic 5.4.,7.15E-05,7.15E-05,7.15E-05,0.719298605,0.280486882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003019641,0.990941078,0.003019641,0.003019641,0.005089338,0.005089338,0.005089338,0.984731986
,903204,Find nothing and everything,0.5,Topic 3.3.,NA,0.000512397,0.000512397,0.997950412,0.000512397,0.000512397,NA,NA,NA,NA,NA,NA,NA,0.123482397,0.002367301,0.871783002,0.002367301,NA,NA,NA,NA,NA,NA,NA,NA
,903207,decorate our living space in our own way,1.441561696,Topic 4.2.,NA,0.000217104,0.000217104,0.000217104,0.999131583,0.000217104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00555044,0.983348679,0.00555044,0.00555044,NA,NA,NA,NA
,903208,They have current styles for home decor.,6,Topic 4.4.,NA,9.48E-05,9.48E-05,0.068568843,0.931146718,9.48E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002459027,0.002459027,0.002459027,0.992622919,NA,NA,NA,NA
,903210,don?t know,0.525781325,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903213,idk,0.5,Topic 1.,NA,0.997025747,0.000743563,0.000743563,0.000743563,0.000743563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,903220,The bay have good clothes,5.450942639,Topic 3.2.,Topic 5.1.,0.00021244,0.00021244,0.74405034,0.00021244,0.255312339,NA,NA,NA,NA,NA,NA,NA,0.005345888,0.983962336,0.005345888,0.005345888,NA,NA,NA,NA,0.975865961,0.00804468,0.00804468,0.00804468
,903222,purchase,3.709372069,Topic 2.,NA,0.0008207,0.996717201,0.0008207,0.0008207,0.0008207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
